team_title,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
Arsenal,511,36494,53,52.91963793337345,38,36.00538536533713,452,326,46,5,47,48.35263200942427,173.51155517064035,111.09132047463208
Aston_Villa,485,36019,49,54.36497899796814,37,37.44016672484577,483,365,62,4,44,49.797962981276214,129.50608202256262,69.00479934830219
Brighton,515,36602,39,54.51029935479164,24,36.397439952008426,487,359,44,6,33,47.65992829203606,150.8632547101006,90.7001503687352
Burnley,499,37628,32,38.38207968045026,20,27.988814127631485,384,273,48,0,29,36.09857066441327,81.0240911282599,41.67693930771202
Chelsea,523,37418,56,69.29086466040462,38,46.84168342966586,557,449,49,3,48,61.67925001028925,210.29924724251032,143.3984222812578
Crystal_Palace,513,37609,39,35.4846152048558,29,24.99240008974448,349,264,54,2,36,32.43993947468698,90.89270095201209,54.616217812523246
Everton,523,37608,45,50.44875999260693,32,33.91900603240356,400,300,60,2,41,46.642916386015706,136.94421763159335,84.17871206626296
Fulham,498,35632,25,37.864836666267365,18,25.483711982145905,407,317,64,3,22,33.29782549617812,110.96657380880788,70.82710496336222
Leeds,525,37583,60,59.846575220581144,45,45.455125908833,522,392,61,1,56,56.8019003062509,189.4633460752666,114.15706257009879
Leicester,517,37628,64,59.098599484190345,45,36.08690648432821,483,358,60,0,54,49.96456695534289,167.12070282688364,106.92242748709396
Liverpool,513,37360,64,72.06931517180055,43,52.7762763928622,601,454,40,0,58,67.50229876767844,227.51859215833247,142.34559846948832
Manchester_City,495,37498,82,79.09477398265153,55,56.129215841181576,600,457,46,2,77,72.24425089824945,266.55712566524744,177.70390516519547
Manchester_United,517,37573,70,64.00507961213589,51,44.705692262388766,525,412,64,1,60,55.63229765556753,199.87389540392905,124.82293694745749
Newcastle_United,513,36563,36,40.73531063366681,26,29.36542250495404,377,278,60,3,30,36.168298532254994,111.17238317802548,62.18674691487104
Sheffield_United,521,37461,19,33.541973357088864,13,25.894175734370947,326,256,73,3,16,30.497297232039273,102.39505413733423,64.02767614461482
Southampton,488,35085,42,42.03267551213503,30,26.92304647900164,381,271,51,3,37,37.4656623788178,109.09751733765006,70.16695455927402
Tottenham,530,37619,66,57.841412481851876,50,38.3132087145932,444,315,53,2,61,54.03555791545659,165.26458423398435,101.3827521293424
West_Bromwich_Albion,499,35643,33,34.86745025590062,20,22.759199703112245,325,234,47,4,29,31.822776935994625,76.41378234513104,38.21944979485124
West_Ham,514,37570,60,62.539286736398935,46,44.480949111282825,469,341,48,3,58,59.49460552632809,152.3713181084022,77.71515046898276
Wolverhampton_Wanderers,524,37633,34,39.22432199772447,21,25.57866413425654,464,344,52,1,30,36.179646420292556,96.02087359502912,58.36222154647112
